suz_word	npi_word	frequency	sil_match_status
परमप्रभु	यसो	15	not_in_SIL
समुन्‍द्र	समुद्रको	15	not_in_SIL
लोव़	यी	15	disagree
राज्‍य	राज्यमा	15	not_in_SIL
मीश	व्यभिचार	15	disagree
गे	ए	15	disagree
कली	दिने	15	disagree
ङोन	टाढा	15	agree
खिं	घरको	15	agree
दे	उसले	15	disagree
देय	कि	15	agree
मोदेंशो	यस्तो	15	agree
शुक्‍शी	गिल्ला	15	not_in_SIL
नें	नाउँको	15	disagree
नु	न	15	disagree
निक्‍शी	दुईवटा	15	not_in_SIL
कली	ग्रहण	15	disagree
देंशो	वचन	15	not_in_SIL
मिनु	त्यस	15	disagree
आं	यो	15	disagree
येसु	तिनीहरू	15	not_in_SIL
नां	साँझ	15	disagree
अर्को	गैरयहूदीहरूका	15	not_in_SIL
क्‍येट	पैसा	15	not_in_SIL
गेय	कुराहरू	15	disagree
ठेयब	उच्‍च	15	disagree
ङा	सबै	15	disagree
थुं	र	15	disagree
कचौरा	कचौरा	15	not_in_SIL
नाक्‍त	समय	15	disagree
पाइबमी	स्वर्गदूतले	15	not_in_SIL
मिनु	मैले	15	disagree
ते	कहाँबाट	15	agree
सु	यदि	15	disagree
ठेयब	घमण्ड	15	disagree
मोपा	उहाँले	15	disagree
दाऊद	दाऊदको	15	not_in_SIL
मेको	यस	15	not_in_SIL
मेको	नै	15	not_in_SIL
सोक्‍तीम	आत्माले	15	not_in_SIL
रे	छुटकारा	15	disagree
यावे	परमेश्‍वरसँग	15	not_in_SIL
यहूदी	यहूदीहरूको	15	not_in_SIL
बाक्‍कीन	पठाएका	15	not_in_SIL
बोक्‍शा	उठे	14	not_in_SIL
वोंइश	पुरुष	14	disagree
प्रभु	परमप्रभुको	14	not_in_SIL
फरिसी	फरिसीहरू	14	not_in_SIL
सुमी	कसले	14	not_in_SIL
दे	विचार	14	disagree
गालील	गालीलमा	14	not_in_SIL
समुन्‍द्र	समुद्र	14	not_in_SIL
रिम्‍शो	शुद्ध	14	not_in_SIL
जोल	झुटो	14	disagree
नेल्‍ल	निम्ति	14	disagree
मीश	स्‍त्रीलाई	14	disagree
बाक्‍ब	होस्	14	not_in_SIL
गेब	दिनुहुनेछ	14	not_in_SIL
पाइनीम	गर्छन्	14	not_in_SIL
लेश्‍शा	फर्केर	14	not_in_SIL
कली	कसरी	14	disagree
शुशेमी	धेरै	14	not_in_SIL
पावो	गर	14	not_in_SIL
जरमेशो	पुत्रको	14	not_in_SIL
गो	हामीलाई	14	agree
तेको	कुन	14	agree
माइत	पुरानो	14	agree
कामी	जना	14	not_in_SIL
थमा	विश्‍वासले	14	disagree
निक्‍शीमी	दुई	14	not_in_SIL
लोव़	सुसमाचार	14	disagree
परमप्रभु	प्रार्थना	14	not_in_SIL
मोदेंशो	तर	14	disagree
इन	तिमीहरूमा	14	disagree
इस्राएल	इस्राएलका	14	not_in_SIL
तरवार	तरवार	14	not_in_SIL
देय	वा	14	disagree
ठीक	तयार	14	not_in_SIL
मेकोमी	त्यो	14	not_in_SIL
कथा	दृष्‍टान्त	14	not_in_SIL
कली	हामीले	14	disagree
मो	यसो	14	disagree
पचा	गर्नुपर्छ	14	agree
जरमेशो	पुत्रलाई	14	not_in_SIL
पोक्‍च	घुँडा	14	not_in_SIL
बाक्‍चा	जीवन	14	not_in_SIL
तुइक्‍नीनी	जान्दछौ	14	not_in_SIL
फुल्‍लु	ढुङ्गाले	14	agree
सिरपेच	मुकुट	14	not_in_SIL
परमप्रभु	पवित्र	14	not_in_SIL
येसु	येशूका	14	not_in_SIL
नु	अनि	14	disagree
आं	हे	14	disagree
जचा	खानेकुरा	14	disagree
दीसा	अर्को	14	disagree
परमप्रभु	उहाँ	14	not_in_SIL
आं	मसँग	14	disagree
थमा	साँचो	14	agree
यो	नै	14	disagree
दुम्‍तीनी	छौ	14	not_in_SIL
जाम्‍शा	नष्‍ट	14	not_in_SIL
जहाज	जहाज	14	not_in_SIL
वोंइश	पति	13	disagree
हेरोदमी	हेरोदले	13	not_in_SIL
बाक्‍त	बसे	13	not_in_SIL
ख्रुम्‍शा	बप्‍तिस्‍मा	13	not_in_SIL
सोक्‍तीमी	आत्मा	13	not_in_SIL
४०	चालिस	13	not_in_SIL
खिं	मन्दिरको	13	disagree
बाक्‍त	हुनुहुन्थ्यो	13	not_in_SIL
मुर	कोही	13	disagree
थुंमी	हृदयमा	13	not_in_SIL
मीश	पत्‍नीलाई	13	disagree
मचाप्‍नीनी	सक्दैनौ	13	not_in_SIL
कली	छिमेकीलाई	13	agree
स्‍वर्ग	स्वर्गमा	13	not_in_SIL
तुराही	तुरही	13	not_in_SIL
ब्रोंइचा	जीवनको	13	disagree
मिक्‍चीम	आँखामा	13	not_in_SIL
गे	तिमीहरूका	13	disagree
लाक्‍चा	शक्‍तिशाली	13	not_in_SIL
मेकेर	जहाँ	13	disagree
कामी	जनाले	13	not_in_SIL
मेको	त्‍यो	13	not_in_SIL
खतम	नष्‍ट	13	not_in_SIL
बाक्‍नीनी	हुनुहुन्छ	13	not_in_SIL
मिक्‍च	दृष्‍टि	13	not_in_SIL
यूहन्‍ना	यूहन्‍नाको	13	not_in_SIL
मबाक्‍ब	छैन	13	not_in_SIL
नेल्‍ल	कुराहरू	13	disagree
लशा	जानुभयो	13	not_in_SIL
येसुमी	उहाँ	13	not_in_SIL
लोव़	कि	13	disagree
ममाइ	होइनन्	13	agree
जचा	खान	13	agree
शेशा	लिनुभयो	13	not_in_SIL
नेल्‍ल	र	13	disagree
यावे	धन्यवाद	13	not_in_SIL
मीश	स्‍त्रीहरू	13	disagree
शेंसीब	चेलाहरू	13	disagree
थुं	दुःखित	13	disagree
सुइक्‍ब	गर्ने	13	not_in_SIL
इन	तिमीहरूमध्ये	13	disagree
बाक्‍त	गर्‍यो	13	not_in_SIL
मोपतीके	यसैकारण	13	disagree
ब्रेश्‍शा	बोलाए	13	not_in_SIL
कली	यो	13	disagree
यावेमी	निम्ति	13	not_in_SIL
मारेइ	थोक	13	disagree
मरिम्‍शो	खराबी	13	not_in_SIL
का	अर्को	13	disagree
आ	येशूको	13	disagree
यावे	मन्दिरमा	13	not_in_SIL
हिल्‍लो	प्रश्‍न	13	not_in_SIL
मेको	एउटा	13	not_in_SIL
वा	पोशाक	13	disagree
थमा	सत्यतामा	13	agree
अरेशो	व्यवस्थामा	13	not_in_SIL
दाक्‍चा	प्रेम	13	not_in_SIL
मो	तर	13	disagree
रागी	संसारमा	13	disagree
वारच	सेवा	13	disagree
बाक्‍त	लगे	13	not_in_SIL
मो	यो	13	disagree
सुइ	कसैको	13	not_in_SIL
आ	परमेश्‍वरका	13	disagree
तेल्‍लेम	यौन	13	disagree
मिनु	यो	13	disagree
कली	उनले	13	disagree
मार	यही	13	disagree
चिन्‍ड	चिह्न	13	not_in_SIL
अब्राहाममी	अब्राहामले	13	not_in_SIL
मिनु	अर्को	13	disagree
पर्बम	गवाही	13	disagree
सक्ति	महिमित	13	not_in_SIL
लोव़	भाषामा	13	agree
थमा	विश्‍वासयोग्य	13	disagree
शिशी	अनुग्रहको	13	disagree
गेय	परिश्रम	13	disagree
सोक्‍तीम	आत्मिक	13	not_in_SIL
इं	परमेश्‍वर	13	disagree
भाग	एक-तिहाइ	13	not_in_SIL
लशा	गएर	12	not_in_SIL
बाक्‍त	देखे	12	not_in_SIL
बाक्‍त	लगाए	12	not_in_SIL
यर्दन	यर्दन	12	not_in_SIL
पचा	गर्नु	12	agree
सोक्‍तीमी	आत्माद्वारा	12	not_in_SIL
गालील	गालील	12	not_in_SIL
आसीक	धन्य	12	disagree
रागी	पृथ्वीमा	12	disagree
बाक्‍ब	हुनेछ	12	not_in_SIL
रागी	यस	12	disagree
बाक्‍ब	हुनुहुने	12	not_in_SIL
परमप्रभु	म	12	not_in_SIL
हना	नत्रता	12	disagree
देंशो	भनिएको	12	not_in_SIL
यो	न	12	agree
मदुम्‍ब	होइन	12	not_in_SIL
मोपतीके	त्यसैकारण	12	disagree
नेल्‍ल	कुरा	12	disagree
लोक्‍ब	भाइको	12	not_in_SIL
माइश्‍शो	नाउँ	12	not_in_SIL
तमी	छोरी	12	agree
आस	तिनीहरूका	12	disagree
ओदेंशो	यस्तो	12	agree
दे	विषयमा	12	disagree
कली	ल्याउन	12	disagree
दोस	दोषरहित	12	not_in_SIL
सैतानमी	शैतानले	12	not_in_SIL
शुक्‍शी	निन्दा	12	not_in_SIL
नमी	हुन्	12	not_in_SIL
शुश	प्रशस्त	12	disagree
खोदेंशो	थियो	12	disagree
रागी	संसार	12	disagree
देंशो	कुरा	12	not_in_SIL
कली	बिचमा	12	disagree
५	पाँचवटा	12	not_in_SIL
पथ	गर्न	12	not_in_SIL
आन	सबैलाई	12	disagree
मतुइक्‍नीनी	थाहा	12	not_in_SIL
छक	अचम्मित	12	not_in_SIL
पत्रुस	पत्रुसलाई	12	not_in_SIL
मोसा	मोशा	12	not_in_SIL
गेपुकी	म	12	agree
बाक्‍बा	हो	12	not_in_SIL
आबी	धिक्‍कार	12	not_in_SIL
ङोंइती	सुरुदेखि	12	disagree
यो	जीवनको	12	disagree
ङोंइती	पहिला	12	disagree
कली	सारा	12	disagree
पाइब	सेवक	12	not_in_SIL
मेको	यसको	12	not_in_SIL
दुम्‍चा	हुन	12	not_in_SIL
कोव़ङीन	हेर	12	not_in_SIL
तौ	छोरालाई	12	agree
नेल्‍लेमी	सारा	12	not_in_SIL
मोपतीके	म	12	disagree
शोब्‍ले	रोटीको	12	not_in_SIL
कली	भन	12	disagree
तशा	कारण	12	not_in_SIL
भाले	भाले	12	not_in_SIL
कली	लिएर	12	disagree
बाक्‍माक्‍त	बसे	12	not_in_SIL
पशो	गरेका	12	not_in_SIL
ए	हे	12	not_in_SIL
खेयप	पल्ट	12	not_in_SIL
हिल्‍लो	जवाफ	12	not_in_SIL
दे	यो	12	disagree
नाक्‍त	दिनको	12	agree
तौ	छोरो	12	disagree
माइजा	उपवास	12	not_in_SIL
नेनीन	भन्दछु	12	not_in_SIL
सुम	कसले	12	not_in_SIL
मेको	उनी	12	not_in_SIL
हना	उहाँ	12	disagree
रे	एउटा	12	disagree
बाक्‍ब	छैन	12	not_in_SIL
कली	परमेश्‍वरलाई	12	agree
कली	परमेश्‍वरको	12	disagree
इस्राएली	इस्राएलका	12	not_in_SIL
गे	तिमीलाई	12	disagree
लोव़	कुराहरूको	12	agree
नाइक्‍तीक	विश्राम	12	not_in_SIL
बर्स	वर्षसम्म	12	disagree
कली	इन्कार	12	disagree
हना	गर	12	disagree
मिनु	त्यसो	12	disagree
आन	परमेश्‍वरको	12	disagree
इन	तपाईंहरूलाई	12	disagree
ख्रीस्‍त	ख्रीष्‍टद्वारा	12	not_in_SIL
बाक्‍तेक्‍म	थियो	12	not_in_SIL
थमा	भरोसा	12	disagree
तौ	पुत्रको	12	disagree
पाइनुङ	गर्छु	12	not_in_SIL
ठीक	धार्मिक	12	not_in_SIL
रिम्‍शो	उत्तम	12	not_in_SIL
सावल	शाऊल	12	not_in_SIL
पावलमी	पावल	12	not_in_SIL
बाक्‍कीन	अभिवादन	12	not_in_SIL
मासीडोनीया	माकेडोनिया	12	not_in_SIL
परमप्रभु	विश्‍वासद्वारा	12	not_in_SIL
सोक्‍त	अन्य	12	disagree
जन्‍तु	पशु	12	not_in_SIL
