suz_word	npi_word	frequency
दोस	दोषरहित	12
,	उनले	12
सैतानमी	शैतानले	12
शुक्‍शी	निन्दा	12
नमी	हुन्	12
शुश	प्रशस्त	12
खोदेंशो	थियो	12
रागी	संसार	12
देंशो	कुरा	12
कली	बिचमा	12
५	पाँचवटा	12
पथ	गर्न	12
आन	सबैलाई	12
मतुइक्‍नीनी	थाहा	12
छक	अचम्मित	12
पत्रुस	पत्रुसलाई	12
मोसा	मोशा	12
गेपुकी	म	12
बाक्‍बा	हो	12
आबी	धिक्‍कार	12
।	नगर	12
ङोंइती	सुरुदेखि	12
यो	जीवनको	12
ङोंइती	पहिला	12
कली	सारा	12
पाइब	सेवक	12
मेको	यसको	12
दुम्‍चा	हुन	12
कोव़ङीन	हेर	12
तौ	छोरालाई	12
नेल्‍लेमी	सारा	12
मोपतीके	म	12
शोब्‍ले	रोटीको	12
कली	भन	12
तशा	कारण	12
भाले	भाले	12
कली	लिएर	12
बाक्‍माक्‍त	बसे	12
पशो	गरेका	12
ए	हे	12
खेयप	पल्ट	12
हिल्‍लो	जवाफ	12
दे	यो	12
नाक्‍त	दिनको	12
तौ	छोरो	12
माइजा	उपवास	12
नेनीन	भन्दछु	12
सुम	कसले	12
मेको	उनी	12
हना	उहाँ	12
रे	एउटा	12
बाक्‍ब	छैन	12
कली	परमेश्‍वरलाई	12
कली	परमेश्‍वरको	12
इस्राएली	इस्राएलका	12
गे	तिमीलाई	12
लोव़	कुराहरूको	12
नाइक्‍तीक	विश्राम	12
बर्स	वर्षसम्म	12
कली	इन्कार	12
हना	गर	12
मिनु	त्यसो	12
आन	परमेश्‍वरको	12
।	दिन्छु	12
इन	तपाईंहरूलाई	12
ख्रीस्‍त	ख्रीष्‍टद्वारा	12
बाक्‍तेक्‍म	थियो	12
थमा	भरोसा	12
तौ	पुत्रको	12
पाइनुङ	गर्छु	12
ठीक	धार्मिक	12
रिम्‍शो	उत्तम	12
पा	,	12
सावल	शाऊल	12
पावलमी	पावल	12
बाक्‍कीन	अभिवादन	12
मासीडोनीया	माकेडोनिया	12
परमप्रभु	विश्‍वासद्वारा	12
“	भन्‍नुहुन्छ	12
सोक्‍त	अन्य	12
जन्‍तु	पशु	12
आ	जसलाई	11
ग्‍युंबे	विवाहको	11
मोपतीके	यसैले	11
सोक्‍त	आत्माद्वारा	11
नेनीने	हेर	11
रुम्‍सीब	अर्थ	11
नु	तिनीसँग	11
लाइश्‍शा	लिएर	11
बाक्‍कीन	बस	11
आन	आ-आफ्ना	11
ठेयब	शक्‍तिशाली	11
कली	गर्नुभयो	11
जाक्‍शा	आएर	11
नोले	जब	11
नेक्‍था	छेउमा	11
मीश	आफ्नी	11
,	गर्नेले	11
क्‍येङा	बढी	11
जोरी	शत्रुहरूलाई	11
,	तिमीहरूले	11
आन	उनीहरूलाई	11
बाक्‍त	छन्	11
दुम्‍त	भयो	11
आन	तिनीहरूसँग	11
वोल	भूतहरू	11
बोक्‍शा	र	11
लचा	जान	11
जाक्‍दीश्‍शा	गए	11
देंमेनु	तिनीहरूले	11
लाक्‍शा	परे	11
आम	आफ्ना	11
नोले	अन्तिम	11
शेंब	गुरु	11
तूचा	पिउन	11
मुल	अहिलेसम्म	11
वारच	मित्र	11
गे	तँ	11
”	दिनुभयो	11
सोक्‍तीम	आत्मा	11
रागी	पृथ्वीको	11
जुक्‍तमे	परे	11
मुल	तिमीहरूले	11
सम्‍म	समयसम्म	11
रे	आयो	11
आं	तिमीहरूले	11
लाक्‍शा	भए	11
यरूसलेम	यरूशलेमबाट	11
लोव़	वचनलाई	11
शोव़	मुखबाट	11
मिक्‍च	दृष्‍टिविहीन	11
गिश	कति	11
नित्‍थ	तेस्रो	11
मोसा	मोशाको	11
गुइ	हातबाट	11
हिल्‍लो	?	11
कामी	एउटा	11
।	हुनाले	11
मिनु	“	11
होव़पमी	मालिकले	11
जैतून	जैतून	11
मुरपुकीमी	कसैले	11
।	हो	11
पाता	छु	11
मुल	तिमीहरू	11
खुम्‍सीशा	भेला	11
सुन	सुनको	11
का	तिनीहरूमध्ये	11
ग्रूशा	बाहिर	11
पास्‍सा	निस्तार-चाड	11
कली	येशूलाई	11
परमप्रभु	अर्थात्	11
।	भए	11
मेको	त्यसमाथि	11
,	हुँदा	11
दाक्‍शा	प्रेम	11
इन	तपाईंले	11
प्रुङग	गरिब	11
पाठा	थुमा	11
।	छैनन्	11
मतुइक्‍नुङ	थाहा	11
पा	गरे	11
परमप्रभु	तिनीहरूले	11
स्‍वर्ग	स्वर्गदूतलाई	11
आं	ममाथि	11
सोक्‍तीम	आत्मामा	11
,	तपाईंहरूलाई	11
बाक्‍कीन	होओ	11
कली	गरेको	11
।	समय	11
इं	हामीले	11
परमप्रभु	प्रभु	11
बाक्‍नीम	हो	11
नेनीन	हेर	11
पाइतीनी	धन्यवाद	11
परमप्रभु	किनभने	11
सासन	राज्य	11
ब्रेक्‍शो	लेखिएका	11
कबल	करार	11
मार	कुराहरू	11
हना	“	11
मो	कुराहरू	11
सेंदा	सोर	11
मेको	त्यसका	11
मोपा	ताकि	11
परमप्रभु	ताकि	11
जाक्‍नुङ	आउनेछु	11
थमा	सत्यको	11
सोक्‍तीम	आत्माको	11
लोव़	भाषा	11
चिठी	पत्र	11
गो	मेरा	11
रां	शरीरमा	11
पाप	पापका	11
मारदे	तर	11
माइक्‍चा	देओ	11
ख्रीस्‍तमी	ख्रीष्‍टको	11
गो	,	11
ठेयब	चर्को	11
आल	सानो	10
रोंका	विलाप	10
यहूदीया	यहूदियामा	10
हना	यो	10
आं	मभन्दा	10
पतीके	निम्ति	10
कली	भन्यो	10
आन	हुने	10
“	उत्तर	10
गेनन	दिनेछु	10
गालील	उहाँ	10
हना	तिनीहरू	10
पाइब	अगमवक्‍ताहरूलाई	10
लोव़	अगमवक्‍ताहरू	10
आ	आफ्नी	10
परमप्रभु	न	10
नित्‍तीके	सिंहासन	10
’	यसो	10
रिम्‍शो	प्रशंसा	10
यावे	तिमीहरू	10
का	एउटालाई	10
का	अर्कोलाई	10
रेउ	पानी	10
ठेयब	र	10
सास्‍त्रीपुकीमी	शास्‍त्रीहरूले	10
जाक्‍शा	आयो	10
पिवो	आऊ	10
पाइब	गर्छ	10
येसु	उहाँकहाँ	10
नेक्‍था	नजिकै	10
सुइश्‍शा	गरे	10
अर्थ	अर्थ	10
दे	’	10
आं	मेरी	10
खिं	घरभित्र	10
मिनु	तिनीहरूका	10
शेंना	प्रचार	10
फिलीप	फिलिप	10
जाक्‍ती	आएँ	10
ख्रीस्‍तमी	ख्रीष्‍टले	10
गेय	कार्यहरू	10
वा	थिए	10
वा	थियो	10
मुर	व्यक्‍ति	10
